time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.fix_quality,.Altitude,.HDOP,.UTM_easting,.UTM_northing,.UTC,.Zone,.Letter
2023/02/20/13:59:15.111346,144,68355,0,GPS1_Frame,42.337993,-71.08584416666666,5,16.399999618530273,0.7400000095367432,328168.9151638757,4689411.343249576,18:59:15,19,T
2023/02/20/13:59:16.077592,145,68356,0,GPS1_Frame,42.337993,-71.085844,5,16.399999618530273,0.8600000143051147,328168.9288943877,4689411.342912772,18:59:16,19,T
2023/02/20/13:59:17.110644,146,68357,0,GPS1_Frame,42.337993,-71.085844,5,16.299999237060547,0.8600000143051147,328168.9288943877,4689411.342912772,18:59:17,19,T
2023/02/20/13:59:18.089288,147,68358,0,GPS1_Frame,42.337993,-71.085844,5,16.399999618530273,0.8600000143051147,328168.9288943877,4689411.342912772,18:59:18,19,T
2023/02/20/13:59:19.117287,148,68359,0,GPS1_Frame,42.337993,-71.08584383333333,5,16.399999618530273,0.8600000143051147,328168.94262489956,4689411.342575966,18:59:19,19,T
2023/02/20/13:59:20.082160,149,68360,0,GPS1_Frame,42.33799283333333,-71.08584383333333,5,16.399999618530273,0.7200000286102295,328168.9421709274,4689411.324068906,18:59:20,19,T
2023/02/20/13:59:21.113883,150,68361,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.7900000214576721,328168.9284404155,4689411.32440571,18:59:21,19,T
2023/02/20/13:59:22.086618,151,68362,0,GPS1_Frame,42.337993166666664,-71.085844,5,16.299999237060547,0.8600000143051147,328168.9293483597,4689411.361419833,18:59:22,19,T
2023/02/20/13:59:23.117758,152,68363,0,GPS1_Frame,42.337993166666664,-71.08584383333333,5,16.299999237060547,0.8600000143051147,328168.9430788716,4689411.361083029,18:59:23,19,T
2023/02/20/13:59:24.090724,153,68364,0,GPS1_Frame,42.337993,-71.085844,5,16.399999618530273,0.7200000286102295,328168.9288943877,4689411.342912772,18:59:24,19,T
2023/02/20/13:59:25.112982,154,68365,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6600000262260437,328168.9284404155,4689411.32440571,18:59:25,19,T
2023/02/20/13:59:26.093791,155,68366,0,GPS1_Frame,42.337993,-71.08584383333333,5,16.399999618530273,0.6700000166893005,328168.94262489956,4689411.342575966,18:59:26,19,T
2023/02/20/13:59:27.121645,156,68367,0,GPS1_Frame,42.337993,-71.08584383333333,5,16.399999618530273,0.6600000262260437,328168.94262489956,4689411.342575966,18:59:27,19,T
2023/02/20/13:59:28.083146,157,68368,0,GPS1_Frame,42.337993,-71.085844,5,16.399999618530273,0.6399999856948853,328168.9288943877,4689411.342912772,18:59:28,19,T
2023/02/20/13:59:29.111280,158,68369,0,GPS1_Frame,42.337993,-71.085844,5,16.399999618530273,0.6399999856948853,328168.9288943877,4689411.342912772,18:59:29,19,T
2023/02/20/13:59:30.082710,159,68370,0,GPS1_Frame,42.337993,-71.08584383333333,5,16.399999618530273,0.6499999761581421,328168.94262489956,4689411.342575966,18:59:30,19,T
2023/02/20/13:59:31.108456,160,68371,0,GPS1_Frame,42.33799283333333,-71.08584383333333,5,16.399999618530273,0.6700000166893005,328168.9421709274,4689411.324068906,18:59:31,19,T
2023/02/20/13:59:32.089115,161,68372,0,GPS1_Frame,42.33799283333333,-71.08584383333333,5,16.399999618530273,0.6700000166893005,328168.9421709274,4689411.324068906,18:59:32,19,T
2023/02/20/13:59:33.111213,162,68373,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:33,19,T
2023/02/20/13:59:34.083176,163,68374,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:34,19,T
2023/02/20/13:59:35.117047,164,68375,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:35,19,T
2023/02/20/13:59:36.090835,165,68376,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:36,19,T
2023/02/20/13:59:37.111488,166,68377,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:37,19,T
2023/02/20/13:59:38.091004,167,68378,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:38,19,T
2023/02/20/13:59:39.114581,168,68379,0,GPS1_Frame,42.33799283333333,-71.08584416666666,5,16.399999618530273,0.8799999952316284,328168.91470990353,4689411.324742515,18:59:39,19,T
2023/02/20/13:59:40.083589,169,68380,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.7400000095367432,328168.9284404155,4689411.32440571,18:59:40,19,T
2023/02/20/13:59:41.110670,170,68381,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.7400000095367432,328168.9284404155,4689411.32440571,18:59:41,19,T
2023/02/20/13:59:42.088079,171,68382,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.7400000095367432,328168.9284404155,4689411.32440571,18:59:42,19,T
2023/02/20/13:59:43.109606,172,68383,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.8700000047683716,328168.9284404155,4689411.32440571,18:59:43,19,T
2023/02/20/13:59:44.087754,173,68384,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:44,19,T
2023/02/20/13:59:45.124758,174,68385,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.6700000166893005,328168.9284404155,4689411.32440571,18:59:45,19,T
2023/02/20/13:59:46.091861,175,68386,0,GPS1_Frame,42.33799283333333,-71.08584383333333,5,16.399999618530273,0.6700000166893005,328168.9421709274,4689411.324068906,18:59:46,19,T
2023/02/20/13:59:47.117652,176,68387,0,GPS1_Frame,42.33799283333333,-71.085844,5,16.399999618530273,0.8700000047683716,328168.9284404155,4689411.32440571,18:59:47,19,T
2023/02/20/13:59:48.091123,177,68388,0,GPS1_Frame,42.33800466666667,-71.08581233333334,4,17.399999618530273,0.6700000166893005,328171.5694692732,4689412.5744146565,18:59:48,19,T
2023/02/20/13:59:49.108974,178,68389,0,GPS1_Frame,42.338004833333336,-71.08581216666667,5,17.399999618530273,0.7599999904632568,328171.5836537478,4689412.592584919,18:59:49,19,T
2023/02/20/13:59:50.086473,179,68390,0,GPS1_Frame,42.338004833333336,-71.0858125,5,17.399999618530273,0.7599999904632568,328171.5561927292,4689412.593258519,18:59:50,19,T
2023/02/20/13:59:51.118930,180,68391,0,GPS1_Frame,42.3380045,-71.0858125,5,17.399999618530273,0.8500000238418579,328171.5552847985,4689412.556244394,18:59:51,19,T
2023/02/20/13:59:52.082239,181,68392,0,GPS1_Frame,42.3380045,-71.0858125,5,17.399999618530273,0.6700000166893005,328171.5552847985,4689412.556244394,18:59:52,19,T
2023/02/20/13:59:53.118586,182,68393,0,GPS1_Frame,42.3380045,-71.08581233333334,5,17.399999618530273,0.7200000286102295,328171.56901530793,4689412.555907594,18:59:53,19,T
2023/02/20/13:59:54.089590,183,68394,0,GPS1_Frame,42.3380045,-71.08581216666667,5,17.399999618530273,0.7400000095367432,328171.58274581726,4689412.555570795,18:59:54,19,T
2023/02/20/13:59:55.120789,184,68395,0,GPS1_Frame,42.33800433333333,-71.08581216666667,5,17.399999618530273,0.6800000071525574,328171.582291852,4689412.537063733,18:59:55,19,T
2023/02/20/13:59:56.095744,185,68396,0,GPS1_Frame,42.33800433333333,-71.08581216666667,5,17.399999618530273,0.7099999785423279,328171.582291852,4689412.537063733,18:59:56,19,T
2023/02/20/13:59:57.123129,186,68397,0,GPS1_Frame,42.33800433333333,-71.08581216666667,5,17.399999618530273,0.6700000166893005,328171.582291852,4689412.537063733,18:59:57,19,T
2023/02/20/13:59:58.093765,187,68398,0,GPS1_Frame,42.33800433333333,-71.08581216666667,5,17.399999618530273,0.6800000071525574,328171.582291852,4689412.537063733,18:59:58,19,T
2023/02/20/13:59:59.125623,188,68399,0,GPS1_Frame,42.33800433333333,-71.085812,5,17.399999618530273,0.6600000262260437,328171.5960223614,4689412.536726933,18:59:59,19,T
2023/02/20/14:00:00.089893,189,68400,0,GPS1_Frame,42.338004166666664,-71.08581183333334,5,17.399999618530273,0.6700000166893005,328171.6092989056,4689412.517883071,19:0:0,19,T
2023/02/20/14:00:01.112238,190,68401,0,GPS1_Frame,42.338004166666664,-71.08581183333334,5,17.399999618530273,0.7099999785423279,328171.6092989056,4689412.517883071,19:0:1,19,T
2023/02/20/14:00:02.093240,191,68402,0,GPS1_Frame,42.338004166666664,-71.08581166666667,5,17.399999618530273,0.7200000286102295,328171.6230294151,4689412.517546271,19:0:2,19,T
2023/02/20/14:00:03.114380,192,68403,0,GPS1_Frame,42.338004166666664,-71.08581166666667,5,17.399999618530273,0.6499999761581421,328171.6230294151,4689412.517546271,19:0:3,19,T
